game_id,home_team,away_team,record_id,went_ot,home_off_line,home_def_pairing,away_off_line,away_def_pairing,home_goalie,away_goalie,toi,home_assists,home_shots,home_xg,home_max_xg,home_goals,away_assists,away_shots,away_xg,away_max_xg,away_goals,home_penalties_committed,home_penalty_minutes,away_penalties_committed,away_penalty_minutes
game_1015,brazil,singapore,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,3875.59,6,39,5.3765,1.587,5,7,37,3.3193,1.2731000000000001,4,8,19,11,22
game_1016,thailand,vietnam,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,3,23,3.1693000000000002,1.9776,3,2,30,2.8072,1.5057,1,6,12,8,16
game_1017,thailand,switzerland,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,7,35,4.5169999999999995,1.6381,5,0,12,0.8815,0.6585,0,5,10,8,16
game_1018,ethiopia,france,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,6,30,3.271,1.4428,3,9,28,3.024,1.4511,6,8,16,4,8
game_1019,rwanda,germany,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,3,23,2.6954,1.3818000000000001,2,2,20,2.5322999999999998,0.9428,1,7,14,8,16
game_102,switzerland,ethiopia,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,4831.56,6,41,4.0929,1.3623,4,5,31,3.1363,1.1948,3,15,30,11,22
game_1020,canada,saudi_arabia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,7,19,1.8603,1.1826,5,2,23,2.2325,1.1076,3,6,12,5,10
game_1021,philippines,kazakhstan,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,4449.4,2,17,1.5471,1.0689,1,0,29,2.3172,1.0897999999999999,0,2,4,3,6
game_1022,netherlands,india,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,3,34,4.0264,2.0096,2,5,28,2.2817,1.1242,3,4,8,7,14
game_1023,iceland,uk,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,2,25,2.8753,1.4644,1,5,30,3.1719,1.6018000000000001,4,4,11,6,12
game_1024,uae,new_zealand,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2,21,2.3761,0.7909,2,7,38,4.9233,1.3716,5,8,16,3,6
game_1025,vietnam,peru,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,4208.3,3,42,4.3044,1.9984,2,3,26,2.7586,1.3188,3,6,12,5,10
game_1026,serbia,china,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,2,28,3.098,1.1601,1,13,30,3.3221999999999996,1.4329,7,5,10,6,12
game_1027,mexico,guatemala,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4,24,2.5339,1.2801,2,8,25,2.3632,0.8162,6,5,10,6,12
game_1028,indonesia,mongolia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,8,29,3.4311000000000003,0.9457,5,1,12,0.9396,0.5887,1,0,0,8,16
game_1029,morocco,singapore,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,9,30,3.2949,1.6318,5,2,32,3.212,1.2002,2,6,12,7,14
game_103,uae,morocco,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,0,26,2.2586,0.7775,0,13,41,4.6517,1.4965,7,10,23,6,12
game_1030,panama,pakistan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.02,4,26,3.1242,1.2632,2,6,26,2.8035,1.5334,3,3,6,6,12
game_1031,brazil,usa,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9700000000003,2,15,1.9207,0.9791,2,2,33,3.8882,1.421,1,12,24,10,20
game_1032,ethiopia,saudi_arabia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,3,27,2.8853,1.3813,2,4,35,3.6744,1.1073,3,7,14,5,10
game_1033,serbia,oman,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,6,35,4.5167,1.6098,3,3,26,2.7824,1.1743999999999999,2,7,14,13,28
game_1034,uk,usa,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0099999999998,3,30,3.8018,1.5070999999999999,2,2,25,2.9006,1.6721,1,3,6,5,10
game_1035,south_korea,kazakhstan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,12,26,2.8254,1.6184,7,4,24,2.8966,1.1935,2,7,14,6,12
game_1036,mongolia,morocco,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,3819.41,5,33,2.7336,0.8302,4,9,27,3.0033,1.2751000000000001,5,4,8,6,12
game_1037,iceland,netherlands,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,0,14,1.1889,0.8996000000000001,0,3,26,2.4712,1.3113,3,6,12,3,6
game_1038,guatemala,canada,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.02,7,25,2.9812,1.1885,4,0,27,2.3840000000000003,0.9994,0,8,16,10,20
game_1039,germany,vietnam,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,12,27,3.8338,1.3591,6,0,13,1.5686,0.6208,1,6,12,7,17
game_104,france,saudi_arabia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,6,26,2.8418,1.1102,4,6,29,3.2648,1.7807,3,7,14,10,20
game_1040,singapore,thailand,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,6,33,3.4866,1.2898,5,9,34,3.9502,1.699,6,6,12,6,12
game_1041,france,pakistan,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,3763.73,2,22,2.581,1.2383,3,8,36,4.1845,1.8988,4,3,6,9,18
game_1042,china,peru,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,4026.06,8,21,2.1611,1.1824000000000001,4,9,39,3.614,1.5372999999999999,5,9,18,4,8
game_1043,philippines,uae,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,4082.08,5,27,3.0446999999999997,1.0009000000000001,3,5,26,2.3407,1.294,4,5,10,10,20
game_1044,brazil,mexico,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,6,26,2.8258,1.4808,4,6,25,2.5998,0.8517,3,9,18,7,14
game_1045,rwanda,panama,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,3616.8,4,20,1.97,1.4326,2,6,30,3.6779,1.4592,3,6,12,2,4
game_1046,switzerland,india,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2,28,2.6419,0.7666,1,2,14,1.2089,0.5509,2,6,12,6,14
game_1047,thailand,brazil,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,1,24,3.2779000000000003,1.8605,1,4,21,2.1804,1.1911,2,2,4,7,14
game_1048,mexico,france,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1,31,3.4847,1.4503,2,6,22,2.3984,0.8385,3,6,12,3,6
game_1049,uk,saudi_arabia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,4,24,2.8485,1.1938,3,0,19,2.0118,1.2202,0,4,8,5,10
game_105,south_korea,mexico,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0099999999998,7,38,4.1558,1.0075,4,5,25,2.5492,1.3977,3,6,12,11,22
game_1050,oman,indonesia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,4,24,3.3428,1.3557000000000001,3,1,22,2.135,1.0624,1,7,14,8,16
game_1051,peru,germany,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,7,31,3.8488,2.1024,4,5,21,2.1281,1.2256,5,3,6,6,12
game_1052,new_zealand,guatemala,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,2,31,2.9713,1.1412,1,7,34,3.7987,1.4398,4,6,15,7,14
game_1053,rwanda,mongolia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,2,19,2.0728,0.9615,1,8,20,1.8954,0.9856,4,3,6,8,18
game_1054,serbia,ethiopia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2,34,3.9392,1.8761999999999999,1,6,37,4.1826,1.2301,4,8,19,6,12
game_1055,uae,china,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,4544.66,6,35,4.2933,0.954,4,8,30,3.1698,1.6059,5,6,12,11,22
game_1056,usa,netherlands,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,4543.36,8,34,3.7184,1.4522,4,9,22,2.2978,1.1989999999999998,5,5,10,10,20
game_1057,pakistan,kazakhstan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4,25,3.1125,1.5941,3,0,16,1.8738,0.391,0,11,25,5,10
game_1058,switzerland,canada,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0099999999998,9,25,2.6583,1.1513,5,2,24,2.5002,0.7893,1,7,14,8,16
game_1059,singapore,south_korea,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,4772.69,7,32,3.9369000000000005,1.3024,5,5,29,2.8919,1.4085,4,4,8,8,16
game_106,new_zealand,kazakhstan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1,20,2.5737,1.3664,2,2,23,3.2426,1.5195,1,6,12,3,6
game_1060,vietnam,panama,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0099999999998,7,28,3.1986,1.2347,5,4,21,2.6370999999999998,1.1562000000000001,2,6,12,6,12
game_1061,morocco,philippines,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,6,34,3.7589,1.2175,4,4,26,2.4274,1.2263,2,5,10,5,10
game_1062,rwanda,singapore,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,0,28,2.8026999999999997,1.346,0,3,28,2.9652,1.0926,3,9,18,3,6
game_1063,serbia,saudi_arabia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,8,26,2.7532,1.4710999999999999,5,7,29,3.9424999999999994,1.2086000000000001,4,14,28,4,8
game_1064,morocco,china,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,3884.57,5,23,2.3294,0.9013,3,4,29,2.8881,1.2448,2,6,12,6,12
game_1065,panama,brazil,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0099999999998,0,18,1.4819,1.066,0,9,31,3.6864999999999997,1.4847000000000001,6,6,12,7,16
game_1066,thailand,ethiopia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.02,1,25,3.2164,1.3817,1,7,27,2.3859,1.1974,5,6,12,11,22
game_1067,south_korea,india,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,6,24,2.6878,1.0556,3,12,27,3.3395,0.9905999999999999,7,8,16,6,12
game_1068,mongolia,pakistan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0099999999998,4,30,3.4268,0.9450000000000001,2,2,30,3.424,1.6983,1,5,10,11,22
game_1069,usa,canada,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,3834.44,9,25,2.7803,1.2197,6,10,31,3.405,1.4599,5,5,10,5,10
game_107,iceland,netherlands,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,3667.57,4,19,2.0438,1.4517,2,2,30,3.5524,1.3742,1,14,28,7,14
game_1070,oman,uk,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,3764.65,7,25,2.8284,1.4875,4,9,30,3.6975000000000002,1.1275,5,7,14,3,6
game_1071,vietnam,mexico,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,4,26,2.586,1.7012,3,5,24,2.659,1.3242,4,4,8,5,10
game_1072,switzerland,indonesia,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,3659.71,4,24,2.7903,1.2581,3,6,25,2.2699000000000003,1.0624,4,7,14,6,12
game_1073,iceland,germany,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,5,29,3.5351,1.5673,4,2,24,2.3199,1.1949,2,2,4,2,4
game_1074,netherlands,kazakhstan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,7,28,3.7105,1.2424,4,2,19,1.6947,0.7205,1,5,10,6,12
game_1075,peru,new_zealand,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,10,21,2.8979,0.8341999999999999,6,2,13,1.1537,0.9375,1,2,4,9,18
game_1076,uae,france,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.02,8,21,2.5077,1.1008,4,4,19,2.0765000000000002,1.2348,2,7,14,8,16
game_1077,philippines,guatemala,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,2,29,2.8295,0.8102,1,3,25,2.183,0.781,2,3,6,5,10
game_1078,kazakhstan,morocco,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,4,31,2.9099000000000004,1.2228,3,1,15,1.6551,1.2699,1,6,12,7,14
game_1079,iceland,oman,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,4,32,3.58,1.6366,2,3,40,4.5594,1.7576,3,6,15,6,12
game_108,uk,brazil,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,2,22,2.5934,0.9939,1,3,24,2.9992,1.4985,2,6,12,9,18
game_1080,netherlands,rwanda,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,8,28,4.4027,1.1893,4,0,23,1.9603,1.1056,0,5,10,13,26
game_1081,india,singapore,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.02,0,33,3.5939,1.2066000000000001,0,4,24,2.4287,1.2104000000000001,3,6,12,5,10
game_1082,china,ethiopia,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,3605.27,8,49,5.426,1.8883999999999999,6,6,29,2.8539,1.4616,5,8,16,8,16
game_1083,mexico,philippines,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,4314.44,2,36,4.785299999999999,1.4036,2,0,19,1.6051,0.9495,1,7,14,11,22
game_1084,pakistan,peru,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.03,3,24,2.9154,0.9430999999999999,2,0,20,2.1021,0.9907,0,5,10,6,12
game_1085,south_korea,mongolia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.02,7,36,3.8981,1.4878,5,0,19,1.449,0.7677,1,3,6,3,6
game_1086,serbia,saudi_arabia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0099999999998,3,29,3.5433999999999997,1.3279999999999998,3,1,22,2.1169000000000002,1.3625,2,5,12,6,12
game_1087,switzerland,guatemala,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,10,26,1.9166,0.9417,6,2,25,2.4302,0.964,1,7,14,5,10
game_1088,panama,canada,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,17,31,3.898,1.3544,11,4,27,2.7763,1.4122,3,5,10,8,16
game_1089,new_zealand,usa,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,4413.6900000000005,7,43,5.7272,1.598,4,5,23,3.0822,1.3119,3,9,18,12,24
game_109,south_korea,rwanda,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,8,38,4.6931,1.6675,4,8,31,3.3729999999999998,1.376,5,7,14,10,20
game_1090,vietnam,uk,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1,20,2.3862,0.9169,1,0,23,3.0049,1.1004,0,6,12,6,12
game_1091,france,indonesia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,12,35,4.4845999999999995,1.4949000000000001,6,5,25,2.7976,1.375,3,6,12,9,18
game_1092,brazil,thailand,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,8,27,3.4282,1.3721,4,2,22,2.2822,1.0784,1,7,14,8,16
game_1093,uae,germany,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,5,21,2.7509,0.9967999999999999,3,3,23,2.2137000000000002,0.9052,2,4,8,10,20
game_1094,france,peru,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,4210.79,2,22,2.2032,1.1085,2,6,21,2.2652,1.0714,3,8,16,4,8
game_1095,iceland,brazil,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,0,20,1.7643,1.2887,0,2,16,1.9794,1.1863,2,7,14,3,6
game_1096,india,new_zealand,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,3,20,2.1896,0.9685,2,0,25,2.6035,1.5941,0,5,10,4,8
game_1097,singapore,netherlands,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,9,33,4.1082,1.5054,5,2,22,2.3211,1.2244,1,4,8,6,12
game_1098,china,oman,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.02,9,35,5.2954,1.6317,7,4,28,3.0055,1.0861,3,9,20,15,30
game_1099,saudi_arabia,canada,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,11,35,4.0597,1.2572,6,2,16,1.4864,0.9749,1,3,6,11,25
game_11,panama,canada,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,9,23,2.5171,1.5252000000000001,5,2,22,2.2664,1.0638,1,2,4,6,12
game_110,switzerland,morocco,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0299999999997,7,32,3.4514,1.0635,4,6,29,3.0471,0.9662000000000001,5,8,16,9,18
game_1100,mongolia,serbia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,4,30,2.3367,1.1259,2,8,38,4.8365,1.7588,5,8,18,3,6
game_1101,indonesia,uk,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,3,31,3.0058,1.3676,3,4,20,3.0455,1.4901,2,5,10,4,8
game_1102,philippines,guatemala,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4,38,3.9114,1.1242,2,2,27,2.6304,0.9619,1,4,8,8,16
game_1103,kazakhstan,ethiopia,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,3614.21,5,24,2.3397,1.2043,3,5,24,3.4691,1.2768,4,6,14,6,12
game_1104,mexico,pakistan,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,3841.46,9,40,4.2736,1.5463,5,7,27,3.2857,1.5979,4,10,20,8,16
game_1105,usa,uae,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,10,36,3.4735,1.4878,6,0,21,1.8276000000000001,0.9809,0,2,4,3,6
game_1106,panama,south_korea,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,3751.88,4,15,1.627,0.9036,2,6,36,3.9055999999999997,1.7281,3,6,12,4,10
game_1107,morocco,thailand,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,7,25,2.146,1.1881,4,3,33,3.6079,1.6504,3,3,6,4,8
game_1108,vietnam,germany,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,3913.09,8,29,3.8718,1.4866,5,6,38,4.5083,1.8920000000000001,4,6,14,11,22
game_1109,rwanda,switzerland,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0299999999997,6,25,3.4766,1.6186,3,5,23,2.5827,1.2372,4,9,18,10,20
game_111,oman,china,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0099999999998,3,31,3.1386,1.3485,2,10,31,3.9592,1.6668,6,11,22,5,13
game_1110,thailand,saudi_arabia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,6,32,4.4671,1.5885,4,6,26,2.7911,1.3402,3,7,14,11,22
game_1111,china,germany,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,8,30,4.3488,1.3744,5,2,24,2.1197,1.094,2,2,4,9,18
game_1112,morocco,kazakhstan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,5,19,1.8859000000000001,1.2061000000000002,3,2,27,2.7004,0.9821,1,6,12,4,8
game_1113,pakistan,south_korea,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,10,25,2.7595,1.266,7,8,35,3.7171,1.3899,5,5,10,8,16
game_1114,rwanda,mongolia,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,4067.99,4,30,3.5153,1.5859,2,6,20,1.6195,1.0992,3,5,10,15,30
game_1115,vietnam,serbia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.03,1,20,2.3965,1.3319,2,3,31,3.7512,1.4793,3,11,22,10,20
game_1116,philippines,ethiopia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.9900000000002,1,37,4.2117,1.2737,1,6,18,1.8972,1.3293,3,7,14,9,18
game_1117,new_zealand,brazil,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,6,33,2.8779000000000003,1.3246,4,5,31,4.2258,1.4511,3,7,16,6,12
game_1118,oman,switzerland,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,2,15,1.4752,0.9856,1,3,26,2.7172,0.8617,2,6,12,5,12
game_1119,india,france,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,6,33,3.374,1.2928,4,0,19,1.8119,1.0601,0,6,12,3,6
game_112,ethiopia,serbia,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1,28,2.4629000000000003,1.001,1,4,36,3.5258000000000003,1.5331,4,4,8,0,0
game_1120,usa,peru,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,5,27,2.6696,1.4003999999999999,4,2,26,2.7429,1.5776999999999999,1,6,12,3,9
game_1121,panama,mexico,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,2,22,2.0311,0.8916999999999999,1,7,29,4.3542000000000005,0.9811000000000001,5,13,26,4,8
game_1122,indonesia,singapore,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4,38,4.1575999999999995,1.2437,3,4,27,2.9683,1.4622,2,4,8,6,12
game_1123,uae,iceland,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,3739.0299999999997,4,27,2.6949,0.8957999999999999,2,1,26,2.438,1.3344,3,6,12,7,14
game_1124,netherlands,guatemala,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.99,13,38,4.015499999999999,1.3823,8,2,24,2.7983000000000002,0.7771,1,6,12,8,16
game_1125,canada,uk,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3599.98,4,25,2.6644,1.3067,3,3,24,2.819,1.4348999999999998,2,5,10,3,6
game_1126,india,thailand,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.02,4,27,2.5825,1.0896,3,1,25,2.7753,1.7805,1,4,8,10,20
game_1127,germany,morocco,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,5,30,3.6186000000000003,1.141,3,5,27,2.9495999999999998,1.6231,4,3,6,9,18
game_1128,saudi_arabia,philippines,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,3727.68,2,25,2.4697,1.2161,2,5,26,2.5324,1.266,3,4,8,2,4
game_1129,ethiopia,brazil,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.02,5,26,2.4153,1.0027,3,3,19,2.2243,1.1666,2,4,8,6,12
game_113,saudi_arabia,iceland,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.01,2,22,2.751,1.5309,1,4,22,2.0599,0.9709,2,3,6,5,10
game_1130,france,uae,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,4196.82,4,39,5.1282000000000005,1.2465,2,4,19,1.9399,1.0944,3,3,6,11,22
game_1131,indonesia,guatemala,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.02,4,21,1.9552,1.0441,3,8,28,2.9086000000000003,1.3947,4,5,10,5,10
game_1132,oman,rwanda,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0099999999998,4,22,2.8761,1.026,2,2,24,2.5289,1.5017,1,7,14,11,22
